primary_code,domicile_id,asset_universe,,
68446239,CHN,Exchange Traded Funds,,
68446247,CHN,Mutual Funds,,
68446907,CHN,Mutual Funds,,
68446909,CHN,Mutual Funds,,
68447047,IDN,Exchange Traded Funds,,
68447048,AUS,Exchange Traded Funds,,
68447102,CHN,Mutual Funds,,
68447104,CHN,Mutual Funds,,
68447108,CHN,Mutual Funds,,
68447492,CHN,Mutual Funds,,
68447619,IRL,Exchange Traded Funds,,
68447662,CHN,Mutual Funds,,
68447663,CHN,Mutual Funds,,
68447665,CHN,Mutual Funds,,
68447667,CHN,Mutual Funds,,
68447759,TWN,Exchange Traded Funds,,
68447950,CHN,Mutual Funds,,
68447960,CHN,Mutual Funds,,
68447965,CHN,Mutual Funds,,
68448086,LUX,Exchange Traded Funds,,
68448118,LUX,Exchange Traded Funds,,
68448167,LUX,Exchange Traded Funds,,
68448208,CHN,Mutual Funds,,
68448332,CHN,Mutual Funds,,
68448504,LUX,Mutual Funds,,
68448626,CHN,Mutual Funds,,
68448657,CHN,Mutual Funds,,
68448660,CHN,Mutual Funds,,
68448794,IRL,Exchange Traded Funds,,
68448853,CHN,Mutual Funds,,
68448855,CHN,Mutual Funds,,
68448857,CHN,Mutual Funds,,
68448858,CHN,Mutual Funds,,
68448865,CHN,Mutual Funds,,
68448866,CHN,Mutual Funds,,
68448873,CHN,Mutual Funds,,
68448878,CHN,Mutual Funds,,
68449039,CHN,Mutual Funds,,
68449050,CHN,Mutual Funds,,
68449159,LUX,Exchange Traded Funds,,
68449215,IRL,Exchange Traded Funds,,
68449507,CAN,Exchange Traded Funds,,
68449504,CAN,Exchange Traded Funds,,
68449508,CAN,Exchange Traded Funds,,
68449509,CAN,Exchange Traded Funds,,
68449510,CAN,Exchange Traded Funds,,
68449562,CHN,Mutual Funds,,
68449566,CHN,Mutual Funds,,
68449857,CHN,Mutual Funds,,
68449859,CHN,Mutual Funds,,
68449861,CHN,Mutual Funds,,
68449875,CHN,Mutual Funds,,
68449880,CHN,Mutual Funds,,
68449882,CHN,Mutual Funds,,
68449885,CHN,Mutual Funds,,
68449887,CHN,Mutual Funds,,
68449889,CHN,Mutual Funds,,
68449890,CHN,Mutual Funds,,
68449892,CHN,Exchange Traded Funds,,
68449893,CHN,Mutual Funds,,
68449919,LUX,Exchange Traded Funds,,
68449920,LUX,Exchange Traded Funds,,
68449921,LUX,Exchange Traded Funds,,
68449981,IRL,Exchange Traded Funds,,
68450052,CHN,Mutual Funds,,
68450054,CHN,Mutual Funds,,
68450055,CHN,Mutual Funds,,
68450057,CHN,Mutual Funds,,
68450059,CHN,Mutual Funds,,
68450061,CHN,Mutual Funds,,
68450075,CHN,Mutual Funds,,
68450088,CHN,Mutual Funds,,
68534049,MYS,Exchange Traded Funds,,
68450525,CAN,Exchange Traded Funds,,
68450542,TWN,Mutual Funds,,
68450545,TWN,Mutual Funds,,
68450588,CHN,Mutual Funds,,
68450590,CHN,Mutual Funds,,
68450592,CHN,Mutual Funds,,
68450593,CHN,Mutual Funds,,
68450598,CHN,Mutual Funds,,
68450599,CHN,Mutual Funds,,
68450894,CHN,Mutual Funds,,
68450895,CHN,Mutual Funds,,
68450896,CHN,Mutual Funds,,
68450899,CHN,Mutual Funds,,
68450938,TWN,Exchange Traded Funds,,
68450989,TWN,Mutual Funds,,
68450995,ZAF,Exchange Traded Funds,,
68450996,ZAF,Exchange Traded Funds,,
68450997,ZAF,Exchange Traded Funds,,
68450998,ZAF,Exchange Traded Funds,,
68451017,CHN,Mutual Funds,,
68451019,CHN,Mutual Funds,,
68451026,CHN,Mutual Funds,,
68451035,CHN,Mutual Funds,,
68451167,IRL,Exchange Traded Funds,,
68451178,IRL,Exchange Traded Funds,,
68451213,CHN,Mutual Funds,,
68451214,CHN,Mutual Funds,,
68451215,CHN,Mutual Funds,,
68451317,IRL,Exchange Traded Funds,,
68451322,FRA,Exchange Traded Funds,,
68451389,CHN,Mutual Funds,,
68451391,CHN,Mutual Funds,,
68451394,CHN,Mutual Funds,,
68451396,CHN,Mutual Funds,,
68451397,CHN,Mutual Funds,,
68451405,CHN,Mutual Funds,,
68451409,CHN,Mutual Funds,,
68451410,CHN,Mutual Funds,,
68451650,TWN,Mutual Funds,,
68451660,CHN,Mutual Funds,,
68451691,CHN,Mutual Funds,,
68451695,CHN,Mutual Funds,,
68451700,CHN,Mutual Funds,,
68451701,CHN,Mutual Funds,,
68451711,CHN,Mutual Funds,,
68451715,CHN,Mutual Funds,,
68451716,CHN,Mutual Funds,,
68451959,IRL,Exchange Traded Funds,,
68451980,CHN,Mutual Funds,,
68451983,CHN,Mutual Funds,,
68452063,CHN,Mutual Funds,,
68452270,CHN,Mutual Funds,,
68452271,CHN,Mutual Funds,,
68452273,CHN,Mutual Funds,,
68452275,CHN,Mutual Funds,,
68452314,CHN,Mutual Funds,,
68452525,IRL,Exchange Traded Funds,,
68452527,IRL,Exchange Traded Funds,,
68452541,IRL,Exchange Traded Funds,,
68452542,IRL,Exchange Traded Funds,,
68452544,IRL,Exchange Traded Funds,,
68452560,IRL,Exchange Traded Funds,,
68452747,CAN,Exchange Traded Funds,,
68452766,CHN,Mutual Funds,,
68452768,CHN,Mutual Funds,,
68452769,CHN,Mutual Funds,,
68452770,CHN,Mutual Funds,,
68452774,CHN,Mutual Funds,,
68452776,CHN,Mutual Funds,,
68452777,CHN,Mutual Funds,,
68452778,CHN,Mutual Funds,,
68452780,CHN,Mutual Funds,,
68452788,IND,Exchange Traded Funds,,
68453147,CHN,Mutual Funds,,
68453158,CHN,Mutual Funds,,
68453159,CHN,Mutual Funds,,
68453166,CHN,Mutual Funds,,
68453170,CHN,Mutual Funds,,
68453174,CHN,Mutual Funds,,
68453178,CHN,Mutual Funds,,
68453191,LUX,Exchange Traded Funds,,
68453204,LUX,Exchange Traded Funds,,
68453221,LUX,Exchange Traded Funds,,
68453245,LUX,Exchange Traded Funds,,
68453277,IRL,Exchange Traded Funds,,
68453361,CHN,Mutual Funds,,
68453362,CHN,Mutual Funds,,
68453363,CHN,Mutual Funds,,
68453364,CHN,Mutual Funds,,
68453401,TWN,Mutual Funds,,
68453450,LUX,Mutual Funds,,
68453636,CHN,Mutual Funds,,
68453637,CHN,Mutual Funds,,
68453657,CHN,Mutual Funds,,
68187483,LUX,Mutual Funds,,
68453879,CHN,Mutual Funds,,
68454298,CHN,Mutual Funds,,
68454300,CHN,Mutual Funds,,
68454301,CHN,Mutual Funds,,
68454302,CHN,Mutual Funds,,
68454304,CHN,Mutual Funds,,
68454305,CHN,Mutual Funds,,
68454308,CHN,Mutual Funds,,
68454354,CHN,Mutual Funds,,
68454358,TWN,Mutual Funds,,
68454579,CAN,Exchange Traded Funds,,
68454581,AUS,Exchange Traded Funds,,
68454641,CHN,Mutual Funds,,
68454643,CHN,Mutual Funds,,
68454649,CHN,Mutual Funds,,
68454651,CHN,Mutual Funds,,
68454657,CHN,Exchange Traded Funds,,
68454960,CHN,Mutual Funds,,
68454962,CHN,Mutual Funds,,
68455000,AUS,Exchange Traded Funds,,
68455001,AUS,Exchange Traded Funds,,
68455002,AUS,Exchange Traded Funds,,
68455003,AUS,Exchange Traded Funds,,
68455175,CHN,Mutual Funds,,
68455176,CHN,Exchange Traded Funds,,
68455178,CHN,Mutual Funds,,
68455318,CAN,Exchange Traded Funds,,
68455319,CAN,Exchange Traded Funds,,
68455321,CAN,Exchange Traded Funds,,
68455336,CHN,Mutual Funds,,
68455363,CHN,Exchange Traded Funds,,
68455364,CHN,Mutual Funds,,
68455367,CHN,Mutual Funds,,
68455495,IRL,Mutual Funds,,
68455600,CHN,Mutual Funds,,
68455603,CHN,Mutual Funds,,
68455605,CHN,Mutual Funds,,
68455799,CHN,Mutual Funds,,
68455816,CHN,Mutual Funds,,
68455818,CHN,Exchange Traded Funds,,
68455821,CHN,Mutual Funds,,
68455824,CHN,Mutual Funds,,
68455833,CHN,Mutual Funds,,
68455952,LUX,Exchange Traded Funds,,
68456040,CHN,Mutual Funds,,
68456041,CHN,Mutual Funds,,
68456043,CHN,Mutual Funds,,
68456044,CHN,Mutual Funds,,
68456045,CHN,Mutual Funds,,
68456046,CHN,Mutual Funds,,
68456095,CHN,Mutual Funds,,
68456107,TWN,Mutual Funds,,
68456110,CHN,Mutual Funds,,
68456357,CHN,Mutual Funds,,
68456358,CHN,Mutual Funds,,
68456360,CHN,Exchange Traded Funds,,
68456364,TWN,Exchange Traded Funds,,
68456365,TWN,Exchange Traded Funds,,
68456366,TWN,Exchange Traded Funds,,
68456487,KOR,Exchange Traded Funds,,
68456513,CHN,Mutual Funds,,
68456516,CHN,Mutual Funds,,
68314495,IRL,Mutual Funds,,
68270625,CAN,Exchange Traded Funds,,
68456832,CHN,Mutual Funds,,
68456833,CHN,Mutual Funds,,
68456837,CHN,Mutual Funds,,
68456839,CHN,Mutual Funds,,
68456841,CHN,Mutual Funds,,
68456998,CHN,Mutual Funds,,
68457000,CHN,Mutual Funds,,
68457001,CHN,Mutual Funds,,
68457005,CHN,Mutual Funds,,
68457015,CHN,Mutual Funds,,
68457219,IRL,Exchange Traded Funds,,
68457266,CHN,Mutual Funds,,
68457524,CAN,Exchange Traded Funds,,
68457601,CHN,Mutual Funds,,
68457604,CHN,Mutual Funds,,
68457661,LUX,Mutual Funds,,
68457795,CHN,Mutual Funds,,
68457858,LUX,Exchange Traded Funds,,
68458063,CHN,Mutual Funds,,
68458335,LUX,Mutual Funds,,
68458392,IRL,Exchange Traded Funds,,
68458395,QAT,Exchange Traded Funds,,
68458441,CHN,Mutual Funds,,
68559288,IRL,Exchange Traded Funds,,
68558510,IRL,Exchange Traded Funds,,
68458452,IRL,Exchange Traded Funds,,
68458575,CAN,Exchange Traded Funds,,
68458576,CAN,Exchange Traded Funds,,
68458577,CAN,Exchange Traded Funds,,
68458597,IRL,Exchange Traded Funds,,
68458600,IRL,Exchange Traded Funds,,
68458602,IRL,Exchange Traded Funds,,
68458606,IRL,Exchange Traded Funds,,
68458609,IRL,Exchange Traded Funds,,
68458610,IRL,Exchange Traded Funds,,
68458611,IRL,Exchange Traded Funds,,
68458626,IRL,Exchange Traded Funds,,
68458628,IRL,Exchange Traded Funds,,
68458632,IRL,Exchange Traded Funds,,
68458633,IRL,Exchange Traded Funds,,
68458634,IRL,Exchange Traded Funds,,
68458700,CHN,Mutual Funds,,
68458788,TWN,Mutual Funds,,
68458961,CHN,Mutual Funds,,
68459179,DEU,Exchange Traded Funds,,
68459180,CHN,Mutual Funds,,
68459187,CHN,Mutual Funds,,
68459211,CHN,Mutual Funds,,
68459250,TWN,Mutual Funds,,
68459436,CHN,Mutual Funds,,
68459438,CHN,Mutual Funds,,
68459444,CHN,Mutual Funds,,
68459445,CHN,Exchange Traded Funds,,
68459453,CHN,Mutual Funds,,
68459465,CHN,Mutual Funds,,
68459732,CHN,Mutual Funds,,
68459771,CHN,Mutual Funds,,
68459797,CHN,Mutual Funds,,
68459802,CHN,Mutual Funds,,
68459812,CHN,Mutual Funds,,
68459818,CHN,Mutual Funds,,
68459915,LUX,Mutual Funds,,
68459974,CHL,Exchange Traded Funds,,
68459994,CAN,Exchange Traded Funds,,
68460000,CAN,Exchange Traded Funds,,
68460066,CHN,Mutual Funds,,
68460327,AUS,Exchange Traded Funds,,
68460341,TWN,Exchange Traded Funds,,
68460342,TWN,Exchange Traded Funds,,
68460343,TWN,Exchange Traded Funds,,
68460384,CHN,Mutual Funds,,
68460389,CHN,Mutual Funds,,
68460485,ZAF,Exchange Traded Funds,,
68444149,IRL,Mutual Funds,,
68460638,CHN,Mutual Funds,,
68460644,CHN,Mutual Funds,,
68460647,CHN,Mutual Funds,,
68460652,CHN,Mutual Funds,,
68460668,CHN,Mutual Funds,,
68461130,CHN,Mutual Funds,,
68461134,CHN,Mutual Funds,,
68461579,CHN,Mutual Funds,,
68461581,CHN,Mutual Funds,,
68461583,CHN,Mutual Funds,,
68461596,CHN,Mutual Funds,,
68461597,CHN,Mutual Funds,,
68461599,CHN,Mutual Funds,,
68461792,CHN,Mutual Funds,,
68461793,CHN,Mutual Funds,,
68461794,CHN,Mutual Funds,,
68461796,CHN,Mutual Funds,,
68461815,CHN,Mutual Funds,,
68461816,CHN,Mutual Funds,,
68461817,CHN,Mutual Funds,,
68461818,CHN,Mutual Funds,,
68461819,CHN,Mutual Funds,,
68461911,CHN,Mutual Funds,,
68461912,CHN,Mutual Funds,,
68461914,CHN,Mutual Funds,,
68461916,CHN,Mutual Funds,,
68461918,CHN,Mutual Funds,,
68461919,CHN,Mutual Funds,,
68461987,CHN,Mutual Funds,,
68462082,CHN,Mutual Funds,,
68462089,TWN,Mutual Funds,,
68462193,LUX,Mutual Funds,,
68463927,CHN,Mutual Funds,,
68463948,CHN,Mutual Funds,,
68463983,HKG,Exchange Traded Funds,,
68464124,TWN,Exchange Traded Funds,,
68464126,TWN,Exchange Traded Funds,,
68464130,TWN,Exchange Traded Funds,,
68464200,LUX,Exchange Traded Funds,,
68471639,LUX,Exchange Traded Funds,,
68464245,CHN,Mutual Funds,,
68464258,CHN,Mutual Funds,,
68464259,CHN,Mutual Funds,,
68464260,CHN,Mutual Funds,,
68464261,CHN,Mutual Funds,,
68464441,CHN,Mutual Funds,,
68464443,CHN,Mutual Funds,,
68464454,CHN,Mutual Funds,,
68464456,CHN,Mutual Funds,,
68464460,CHN,Mutual Funds,,
68464725,CHN,Mutual Funds,,
68464736,TWN,Exchange Traded Funds,,
68464901,LUX,Exchange Traded Funds,,
68464913,CHN,Exchange Traded Funds,,
68464918,CHN,Mutual Funds,,
68464935,CHN,Mutual Funds,,
68465105,CHN,Exchange Traded Funds,,
68465106,CHN,Mutual Funds,,
68465108,CHN,Mutual Funds,,
68465110,CHN,Mutual Funds,,
68465113,CHN,Mutual Funds,,
68465141,LUX,Exchange Traded Funds,,
68465354,CHN,Mutual Funds,,
68465357,CHN,Mutual Funds,,
68465359,CHN,Mutual Funds,,
68465360,CHN,Mutual Funds,,
68465361,CHN,Mutual Funds,,
68465441,TWN,Mutual Funds,,
68465447,TWN,Mutual Funds,,
68465611,CHN,Mutual Funds,,
68465613,CHN,Mutual Funds,,
68465627,CHN,Mutual Funds,,
68465628,CHN,Mutual Funds,,
68465629,CHN,Mutual Funds,,
68465679,TWN,Mutual Funds,,
68465693,TWN,Mutual Funds,,
68467515,IRL,Exchange Traded Funds,,
68467517,IRL,Exchange Traded Funds,,
68467519,IRL,Exchange Traded Funds,,
68465790,CHN,Mutual Funds,,
68465792,CHN,Mutual Funds,,
68465793,CHN,Mutual Funds,,
68465996,CHN,Mutual Funds,,
68465997,CHN,Mutual Funds,,
68466004,CHN,Mutual Funds,,
68466009,CHN,Mutual Funds,,
68466032,IRL,Exchange Traded Funds,,
68466122,CHN,Mutual Funds,,
68466124,CHN,Mutual Funds,,
68466126,CHN,Mutual Funds,,
68466128,CHN,Mutual Funds,,
68466133,CHN,Mutual Funds,,
68466138,CHN,Mutual Funds,,
68466331,CAN,Exchange Traded Funds,,
68466337,CAN,Exchange Traded Funds,,
68466338,CAN,Exchange Traded Funds,,
68466339,CAN,Exchange Traded Funds,,
68466340,CAN,Exchange Traded Funds,,
68466341,CAN,Exchange Traded Funds,,
68466342,CAN,Exchange Traded Funds,,
68466343,CAN,Exchange Traded Funds,,
68466344,CAN,Exchange Traded Funds,,
68466345,CAN,Exchange Traded Funds,,
68466346,CAN,Exchange Traded Funds,,
68466347,CAN,Exchange Traded Funds,,
68466348,CAN,Exchange Traded Funds,,
68466349,CAN,Exchange Traded Funds,,
68466424,CHN,Mutual Funds,,
68466425,CHN,Mutual Funds,,
68466428,CHN,Mutual Funds,,
68466456,CHN,Mutual Funds,,
68466548,ESP,Mutual Funds,,
68466611,CHN,Mutual Funds,,
68466629,CHN,Mutual Funds,,
68466645,CHN,Mutual Funds,,
68466735,LUX,Exchange Traded Funds,,
68466736,LUX,Exchange Traded Funds,,
68466737,LUX,Exchange Traded Funds,,
68466738,LUX,Exchange Traded Funds,,
68466740,LUX,Exchange Traded Funds,,
68466742,LUX,Exchange Traded Funds,,
68466743,LUX,Exchange Traded Funds,,
68466744,LUX,Exchange Traded Funds,,
68466748,LUX,Exchange Traded Funds,,
68466750,LUX,Exchange Traded Funds,,
68466752,LUX,Exchange Traded Funds,,
68466819,TWN,Mutual Funds,,
68466823,TWN,Mutual Funds,,
68466904,IRL,Exchange Traded Funds,,
68466905,IRL,Exchange Traded Funds,,
68466921,IRL,Exchange Traded Funds,,
68467008,CHN,Mutual Funds,,
68467009,CHN,Mutual Funds,,
68467010,CHN,Mutual Funds,,
68467121,HKG,Exchange Traded Funds,,
68467143,CHN,Exchange Traded Funds,,
68467144,CHN,Mutual Funds,,
68467146,CHN,Mutual Funds,,
68467300,CAN,Exchange Traded Funds,,
68467301,CAN,Exchange Traded Funds,,
68467302,CAN,Exchange Traded Funds,,
68467387,CHN,Mutual Funds,,
68467389,CHN,Mutual Funds,,
68467396,CHN,Mutual Funds,,
68467399,CHN,Mutual Funds,,
68467400,CHN,Mutual Funds,,
68467419,TWN,Exchange Traded Funds,,
68467572,CHN,Mutual Funds,,
68467574,CHN,Mutual Funds,,
68467580,CHN,Mutual Funds,,
68467582,CHN,Mutual Funds,,
68467583,CHN,Mutual Funds,,
68467589,CHN,Mutual Funds,,
68467606,IRL,Exchange Traded Funds,,
68467835,CAN,Exchange Traded Funds,,
68467888,CHN,Mutual Funds,,
68467981,TWN,Mutual Funds,,
68467996,TWN,Mutual Funds,,
68468185,CHN,Mutual Funds,,
68468371,CHN,Mutual Funds,,
68468373,CHN,Mutual Funds,,
68468374,CHN,Mutual Funds,,
68468375,CHN,Mutual Funds,,
68468669,CHN,Mutual Funds,,
68468670,CHN,Mutual Funds,,
68468671,CHN,Mutual Funds,,
68468674,CHN,Mutual Funds,,
68468876,CAN,Exchange Traded Funds,,
68468983,CHN,Mutual Funds,,
68468984,CHN,Mutual Funds,,
68468985,CHN,Mutual Funds,,
68469261,CHN,Mutual Funds,,
68469344,DEU,Exchange Traded Funds,,
68469661,TWN,Mutual Funds,,
68469873,IDN,Exchange Traded Funds,,
68469891,CHN,Mutual Funds,,
68469892,CHN,Mutual Funds,,
68469893,CHN,Mutual Funds,,
68469899,CHN,Mutual Funds,,
68469904,CHN,Mutual Funds,,
68469933,CHN,Mutual Funds,,
68470212,CHN,Mutual Funds,,
68470213,CHN,Mutual Funds,,
68470215,CHN,Mutual Funds,,
68470247,CHN,Mutual Funds,,
68470248,CHN,Mutual Funds,,
68470267,CHN,Mutual Funds,,
68470273,CHN,Mutual Funds,,
68470279,CHN,Mutual Funds,,
68470294,CHN,Mutual Funds,,
68470296,CHN,Mutual Funds,,
68470297,CHN,Mutual Funds,,
68470300,CHN,Mutual Funds,,
68470585,CHN,Mutual Funds,,
68470602,CHN,Mutual Funds,,
68470674,LUX,Exchange Traded Funds,,
65136799,LUX,Exchange Traded Funds,,
68258038,LUX,Exchange Traded Funds,,
65144749,LUX,Exchange Traded Funds,,
68398500,LUX,Exchange Traded Funds,,
68401750,LUX,Exchange Traded Funds,,
68470709,CAN,Exchange Traded Funds,,
68470806,CHN,Mutual Funds,,
68470810,CHN,Mutual Funds,,
68470851,CHN,Mutual Funds,,
68470989,LUX,Exchange Traded Funds,,
68471000,LUX,Exchange Traded Funds,,
68471019,LUX,Exchange Traded Funds,,
68471126,LUX,Exchange Traded Funds,,
68471154,LUX,Exchange Traded Funds,,
68471157,LUX,Exchange Traded Funds,,
68471158,LUX,Exchange Traded Funds,,
68471167,LUX,Exchange Traded Funds,,
68471181,CAN,Exchange Traded Funds,,
68471182,CAN,Exchange Traded Funds,,
68471183,LUX,Exchange Traded Funds,,
68471194,CAN,Exchange Traded Funds,,
68471409,CHN,Mutual Funds,,
68471411,CHN,Mutual Funds,,
68471631,LUX,Exchange Traded Funds,,
68471637,LUX,Exchange Traded Funds,,
68471748,CHN,Mutual Funds,,
68471749,CHN,Mutual Funds,,
68471752,CHN,Mutual Funds,,
68471753,CHN,Mutual Funds,,
68471765,CHN,Mutual Funds,,
68471768,CHN,Mutual Funds,,
68471851,CHN,Mutual Funds,,
68471852,CHN,Mutual Funds,,
68471856,CHN,Mutual Funds,,
68471873,CHN,Mutual Funds,,
68471985,LUX,Exchange Traded Funds,,
68472037,LUX,Exchange Traded Funds,,
68472270,CHN,Mutual Funds,,
68472272,CHN,Mutual Funds,,
68472276,CHN,Mutual Funds,,
68472278,CHN,Mutual Funds,,
68472467,CAN,Exchange Traded Funds,,
68472514,CHN,Mutual Funds,,
68472515,CHN,Mutual Funds,,
68472516,CHN,Mutual Funds,,
68472790,AUS,Exchange Traded Funds,,
68472791,AUS,Exchange Traded Funds,,
68473395,MYS,Exchange Traded Funds,,
68473541,LUX,Exchange Traded Funds,,
68473555,LUX,Exchange Traded Funds,,
68473566,LUX,Exchange Traded Funds,,
68473589,ZAF,Exchange Traded Funds,,
68473634,IRL,Exchange Traded Funds,,
68473654,IND,Exchange Traded Funds,,
68473820,CHN,Mutual Funds,,
68473822,CHN,Mutual Funds,,
68473824,CHN,Mutual Funds,,
68473836,CHN,Mutual Funds,,
68473837,CHN,Mutual Funds,,
68473888,LUX,Exchange Traded Funds,,
68473890,LUX,Exchange Traded Funds,,
68473912,LUX,Exchange Traded Funds,,
68473916,LUX,Exchange Traded Funds,,
68473918,LUX,Exchange Traded Funds,,
68473920,LUX,Exchange Traded Funds,,
68473931,LUX,Exchange Traded Funds,,
68473954,LUX,Exchange Traded Funds,,
68474003,CHN,Mutual Funds,,
68474086,LUX,Exchange Traded Funds,,
68474087,LUX,Exchange Traded Funds,,
68474088,LUX,Exchange Traded Funds,,
68474100,LUX,Exchange Traded Funds,,
68474104,ESP,Mutual Funds,,
68474145,THA,Exchange Traded Funds,,
68474189,TWN,Mutual Funds,,
68474210,CHN,Mutual Funds,,
68474212,CHN,Mutual Funds,,
68474480,CHN,Mutual Funds,,
68474481,CHN,Mutual Funds,,
68474483,CHN,Exchange Traded Funds,,
68474684,IRL,Exchange Traded Funds,,
68474692,TWN,Mutual Funds,,
68474733,LUX,Exchange Traded Funds,,
68474735,LUX,Exchange Traded Funds,,
68474737,LUX,Exchange Traded Funds,,
68475022,CHN,Mutual Funds,,
68475023,CHN,Mutual Funds,,
68475025,CHN,Mutual Funds,,
68475027,CHN,Mutual Funds,,
68475028,CHN,Mutual Funds,,
68475034,CHN,Mutual Funds,,
68475037,CHN,Mutual Funds,,
68475168,LUX,Exchange Traded Funds,,
68475172,LUX,Exchange Traded Funds,,
68475183,LUX,Exchange Traded Funds,,
68475375,CHN,Mutual Funds,,
68475377,CHN,Mutual Funds,,
68475378,CHN,Mutual Funds,,
68475384,CHN,Mutual Funds,,
68475390,CHN,Mutual Funds,,
68475648,CHN,Mutual Funds,,
68475816,ZAF,Exchange Traded Funds,,
68475817,ZAF,Exchange Traded Funds,,
68475909,CHN,Mutual Funds,,
68475910,AUS,Exchange Traded Funds,,
68475973,LUX,Exchange Traded Funds,,
68475974,LUX,Exchange Traded Funds,,
68476159,CHN,Mutual Funds,,
68476160,CHN,Mutual Funds,,
68476164,CHN,Mutual Funds,,
68476165,CHN,Mutual Funds,,
68476445,IRL,Exchange Traded Funds,,
68476450,IRL,Exchange Traded Funds,,
68476527,CHN,Mutual Funds,,
68476529,CHN,Mutual Funds,,
68476535,CHN,Mutual Funds,,
68476551,CHN,Mutual Funds,,
68476553,DEU,Exchange Traded Funds,,
68476556,TWN,Mutual Funds,,
68476610,DEU,Exchange Traded Funds,,
68476781,ZAF,Exchange Traded Funds,,
68476782,ZAF,Exchange Traded Funds,,
68476783,ZAF,Exchange Traded Funds,,
68476784,ZAF,Exchange Traded Funds,,
68476796,CHN,Mutual Funds,,
68476802,CHN,Mutual Funds,,
68476805,IRL,Exchange Traded Funds,,
68476806,CHN,Mutual Funds,,
68476892,LUX,Exchange Traded Funds,,
68476898,LUX,Exchange Traded Funds,,
68476907,LUX,Exchange Traded Funds,,
68476914,LUX,Exchange Traded Funds,,
68476918,LUX,Exchange Traded Funds,,
68476920,CAN,Exchange Traded Funds,,
68476921,LUX,Exchange Traded Funds,,
68477009,CHN,Mutual Funds,,
68477036,TWN,Mutual Funds,,
68477041,CHN,Mutual Funds,,
68477048,CHN,Mutual Funds,,
68477060,CHN,Mutual Funds,,
68477233,CHN,Mutual Funds,,
68477234,CHN,Exchange Traded Funds,,
68477598,CHN,Mutual Funds,,
68477600,CHN,Mutual Funds,,
68477779,LUX,Exchange Traded Funds,,
68477783,LUX,Exchange Traded Funds,,
68477850,CAN,Exchange Traded Funds,,
68477852,CAN,Exchange Traded Funds,,
68477853,CAN,Exchange Traded Funds,,
68477857,CAN,Exchange Traded Funds,,
68477988,CHN,Mutual Funds,,
68477989,CHN,Mutual Funds,,
68478038,TWN,Mutual Funds,,
68478179,CHN,Mutual Funds,,
68478181,CHN,Mutual Funds,,
68478189,CHN,Mutual Funds,,
68478229,TWN,Exchange Traded Funds,,
68490358,IRL,Exchange Traded Funds,,
68478337,QAT,Exchange Traded Funds,,
68478414,LUX,Exchange Traded Funds,,
68478454,LUX,Exchange Traded Funds,,
68478499,LUX,Mutual Funds,,
68478614,LUX,Mutual Funds,,
68478752,ZAF,Exchange Traded Funds,,
68478753,ZAF,Exchange Traded Funds,,
68478754,CHN,Mutual Funds,,
68478755,CHN,Mutual Funds,,
68478756,CHN,Mutual Funds,,
68478761,CHN,Mutual Funds,,
68479120,CHN,Mutual Funds,,
68479121,CHN,Mutual Funds,,
68479158,CHN,Mutual Funds,,
68479167,CHN,Mutual Funds,,
68479248,LUX,Exchange Traded Funds,,
68479323,CAN,Exchange Traded Funds,,
68398354,IRL,Mutual Funds,,
68479490,CHN,Mutual Funds,,
68479491,CHN,Exchange Traded Funds,,
68479493,CHN,Mutual Funds,,
68479495,CHN,Mutual Funds,,
68479502,LUX,Exchange Traded Funds,,
68479808,CHN,Mutual Funds,,
68479810,CHN,Mutual Funds,,
68479812,CHN,Mutual Funds,,
68479860,IRL,Exchange Traded Funds,,
68479974,LUX,Mutual Funds,,
68479978,LUX,Mutual Funds,,
68479984,LUX,Mutual Funds,,
68480012,LUX,Mutual Funds,,
68480040,LUX,Mutual Funds,,
68480058,LUX,Mutual Funds,,
68480163,CHN,Exchange Traded Funds,,
68480174,CHN,Mutual Funds,,
68480185,CHN,Mutual Funds,,
68480216,LUX,Exchange Traded Funds,,
68480429,CHN,Mutual Funds,,
68480608,CHN,Mutual Funds,,
68480614,CHN,Mutual Funds,,
68480654,IRL,Exchange Traded Funds,,
68480658,IRL,Exchange Traded Funds,,
68480764,CHN,Mutual Funds,,
68480769,CHN,Mutual Funds,,
68480772,CHN,Mutual Funds,,
68480774,CHN,Mutual Funds,,
68480782,CHN,Mutual Funds,,
68480929,CHN,Mutual Funds,,
68480930,CHN,Mutual Funds,,
68480931,CHN,Exchange Traded Funds,,
68480957,TWN,Mutual Funds,,
68251191,CAN,Exchange Traded Funds,,
68196861,CAN,Exchange Traded Funds,,
68140985,CAN,Exchange Traded Funds,,
68346077,CAN,Exchange Traded Funds,,
68481048,CHN,Mutual Funds,,
68481049,CHN,Mutual Funds,,
68481052,CHN,Mutual Funds,,
68481054,CHN,Exchange Traded Funds,,
68481082,TWN,Exchange Traded Funds,,
68481230,ZAF,Exchange Traded Funds,,
68481238,CHN,Mutual Funds,,
68481244,CHN,Mutual Funds,,
68481248,CHN,Mutual Funds,,
68481251,CHN,Mutual Funds,,
68481253,CHN,Mutual Funds,,
68481254,CHN,Mutual Funds,,
68481263,CHN,Mutual Funds,,
68481766,IRL,Exchange Traded Funds,,
68481850,CHN,Mutual Funds,,
68481852,CHN,Mutual Funds,,
68481854,CHN,Mutual Funds,,
